registroans;cnpj;razaosocial;nomefantasia;modalidade;logradouro;numero;complemento;bairro;cidade;uf;cep;ddd;telefone;fax;enderecoeletronico;representante;cargorepresentante;dataregistroans
317632;62600000000000;ASSOCIAÇÃO DOS AGENTES FISCAIS DE RENDAS DO ESTADO DE SÃO PAULO- AFRESP;ASSOCIAÇÃO DOS AGENTES FISCAIS DE RENDAS DO EST. DE SP;Autogestão;AV. BRIGADEIRO LUIZ ANTONIO;4843;;JARDIM PAULISTA;São Paulo;SP;1401002;1;138868800;138868886;ans@afresp.org.br;JANAÍNA CORAL ZACARCHENCO;2ª TESOUREIRA;1998-12-16
387185;34000000000000;ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO;AFRERJ;Autogestão;RUA SETE DE SETEMBRO;55;25 º ANDAR;CENTRO;Rio de Janeiro;RJ;20050004;21;35345555;22525756;amafrerj@afrerj.org.br;ALOISIO DA CUNHA TAVARES;PRESIDENTE;1998-12-16
330281;9310000000000;ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP;AFRAFEP - SAUDE;Autogestão;RUA CONSELHEIRO HENRIQUES;45;;CENTRO;João Pessoa;PB;58010690;83;30485640;;admin@afrafepsaude.com.br;ELAINE CARVALHO CESAR FELIX;PRESIDENTE;1998-12-22
384704;13200000000000;ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC;ASSEC;Autogestão;AV. ADÉLIA FRANCO;3035;;DIA;Aracaju;SE;49048010;;;;ans@assecsaude.com.br;ROBÉRIO GOIS DOS SANTOS;PRESIDENTE;1998-12-30
382639;92900000000000;ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC;AFISVEC - SAÚDE;Autogestão;RUA URUGUAI;155;CONJ.1010;CENTRO;Porto Alegre;RS;90010140;51;32244922;32244922;saude@afisvec.org.br;MARCELO RAMOS DE MELLO;PRESIDENTE;1998-12-28
306754;299000000000;ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS;AFFEGO-SAÚDE;Autogestão;RUA 83;218;QUADRA F-15, LOTE 26;SETOR SUL;Goiânia;GO;74083020;6;230967600;232185991;walima@affego.com.br;HUGO MARIA D´ASSUNÇÃO;REPRESENTANTE;1998-12-23
388092;4500000000000;ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM;AFFEAM SAÚDE;Autogestão;RUA FRANCO DE SÁ;812;1º ANDAR;SÃO FRANCISCO;Manaus;AM;69079210;92;36634380;36113013;affeamsaude@affeam.com.br;DERCYVONE DA SILVA GOES;PRESIDENTE;1998-12-31
417599;92700000000000;ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL;AFPERGS;Medicina de Grupo;RUA DOS ANDRADAS;846;;CENTRO;Porto Alegre;RS;90020006;51;32841500;;najara.bandeira@afpergs.com.br;EGYDIO FUCHS;DIRETOR PRESIDENTE;2010-09-28
343129;13100000000000;ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA;APUB SAÚDE;Autogestão;AV. ANTONIO CARLOS MAGALHAES;3213;EDIFÍCIO GOLDEN PLAZA,  SALA 405 a 408;PARQUE BELA VISTA;Salvador;BA;40280000;71;21039200;32473381;apubsaude@apubsaude.com.br;LUIZ ALBERTO BASTOS PETITINGA;PRESIDENTE DO CONSELHO DELIBERATIVO ;1998-12-28
420093;13100000000000;ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;ASSEM;Autogestão;AV DOUTOR CARLOS RODRIGUES DA CRUZ;401;;CAPUCHO;Aracaju;SE;49081015;79;32593150;32593150;assem@assemse.com.br;ELIAS FERNANDO GOES FELIPE;PRESIDENTE;2016-04-14
335754;14800000000000;ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA;ASFEB;Autogestão;RUA DR. JOSÉ PEROBA;149;EDF ELDORADO 1º ANDAR SL: 101/102;STIEP;Salvador;BA;41770235;71;22012205;33417182;coordennacaomedica@asfeb.org.br;CLEUDES CERQUEIRA DE FREITAS;PRESIDENTE;1998-12-23
309028;29200000000000;ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;ASSIST;Medicina de Grupo;RUA SENADOR DANTAS;117;SALA 316;CENTRO;Rio de Janeiro;RJ;20031911;2;122106325;122106325;assist@assist.org.br;GERALDO DA COSTA LEITE;DIRETOR PRESIDENTE;1999-01-19
419591;20200000000000;ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ;ASPARÁ;Autogestão;AVENIDA SENADOR LEMOS;904;;UMARIZAL;Belém;PA;66050000;91;32251521;;ASPARA@ASPARA.COM.BR;GERALDO HENRIQUE DE OLIVEIRA NOGUEIRA;PRESIDENTE;2014-10-21
342556;87500000000000;ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI;PLANO DE SAÚDE TACCHIMED;Filantropia;RUA JOSÉ MÁRIO MONACO;358;;CENTRO;Bento Gonçalves;RS;95700068;54;34554333;34554333;tacchimed@tacchini.com.br;HILTON ROESE MANCIO;SUPERINTENDENTE;1998-12-22
326755;78600000000000;ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA;ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA;Filantropia;AV. BANDEIRANTES;618;;JD. LONDRILAR;Londrina;PR;86015900;43;33781000;33241315;planohospitalar@planohospitalar.org.br;LINCOLN VIEIRA MAGALHÃES;REPRESENTANTE LEGAL;1998-12-22
422053;33900000000000;ASSOCIAÇÃO FCA SAÚDE;STELLANTIS SAUDE PE/PB;Autogestão;AV CONTORNO;3455;GALPAO 6 ANDAR 2 PARTE B;DISTR IND PAULO CAMILO SUL;Betim;MG;32669900;31;34023812;;pepb.fcasaude@fcagroup.com;CRISTIANE DE OLIVEIRA ROQUE PAIXÃO;Diretora;2019-12-03
416584;8880000000000;ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE;FUPS;Autogestão;RUA FIORAVANTE JOÃO FERRI;99;;JARDIM ALVORADA;Campo Mourão;PR;87308445;;;;fups@fups.com.br;MAYARA DE OLIVERA RODRIGUES;REPRESENTANTE;2008-03-07
402206;2220000000000;ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO;AGMP;Autogestão;RUA T-29 C/ T-9;1758;;SETOR BUENO;Goiânia;GO;74215050;62;32856660;32511798;informatica@agmp.org.br;VALÉRIA CRISTINA DE PAULA MAGALHÃES;DIRETORA GERAL;1999-03-17
421618;30700000000000;ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL;HOSPITAL SAÚDE;Medicina de Grupo;Praça Nossa Senhora Aparecida;61;Sala 01;Nossa Senhora Aparecida;Vargem Grande do Sul;SP;13880000;19;36419300;;associacaohsvgsul@gmail.com;JAIR SPOSITO GABRICHO;PRESIDENTE;2019-04-08
419150;15300000000000;ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA;MAIS SAÚDE SANTA CASA;Medicina de Grupo;RUA CONSELHEIRO ANTONIO PRADO;301;;CENTRO;São João da Boa Vista;SP;13870250;19;36344440;;DIRETORIA@MAISSAUDESANTACASA.COM.BR;MARCOS CÉSAR CASTILHO;PRESIDENTE;2013-10-22
418854;15800000000000;ASSOCIAÇÃO METROPOLITANA DE ASSISTÊNCIA À SAÚDE;;Medicina de Grupo;RUA PEDRO JOSÉ SENGER;577;;VILA HARO;Sorocaba;SP;18015000;15;34118375;34118375;ADMINISTRACAO@STASAUDE.COM.BR;JOSÉ ROBELIO BELOTE;DIRETOR EXECUTIVO;2013-05-02
417211;11200000000000;ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO;AMMP SAÚDE;Autogestão;RUA TIMBIRAS;2928;3º ANDAR;BARRO PRETO;Belo Horizonte;MG;30140062;31;21054878;25326391;saude@ammpsaude.org.br;FABRÍCIO MARQUES FERRAGINI;DIRETOR DE SAÚDE;2010-04-09
420158;23900000000000;ASSOCIAÇÃO PADRE ALBINO SAÚDE;PADRE ALBINO SAUDE;Medicina de Grupo;RUA BELEM;423;;CENTRO;Catanduva;SP;15800280;17;33113716;;ADMINISTRACAO@PADREALBINOSAUDE.COM.BR;ROSA VICENTE HERNANDEZ;DIRETORA EXECUTIVA;2016-07-06
420816;25100000000000;ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE;PADRE PIO PLANOS DE SAÚDE;Medicina de Grupo;Rua José Antunes Azevedo Filho;70;;Jardim Nova Itália;Limeira;SP;13484401;19;34467711;;plano.pe.pio@humanitaria.com.br;CESAR LUIS DERMONDE;Diretor Presidente;2017-06-09
418617;12000000000000;ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ;PROMED;Autogestão;RUA MATEUS LEME;2018;2º ANDAR;CENTRO CÍVICO;Curitiba;PR;80530010;41;33522855;33522855;superintendencia@promedpr.org.br;ANDRE TIAGO PASTERNAK GLITZ;PRESIDENTE;2012-10-08
422631;39400000000000;ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS;;Autogestão;Avenida República do Chile;65;Sala 302;Centro;Rio de Janeiro;RJ;20031170;21;36292187;;carlos.gomes@saudepetrobras.com.br;CARLOS ALBERTO SIQUEIRA GOMES;Diretor de Administração ;2021-01-28
419974;19500000000000;ASSOCIAÇÃO PLAME DE SAÚDE;PLAMESC- PLANO MÉDICO SANTA CASA;Medicina de Grupo;RUA SÃO SEBASTIÃO;32;;CENTRO;Barra Mansa;RJ;27345480;24;33233775;;plamesc@plamesc.com.br;JAIR FUSCO;DIRETOR ADMINISTRATIVO;2015-11-18
419958;21000000000000;ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS;PSC SAÚDE - ASSISTÊNCIA MEDICA  ;Medicina de Grupo;AV. ONZE DE AGOSTO;1451;6º ANDAR - EDIFÍCIO ELLOPAR;JARDIM RIBEIRO;Valinhos;SP;13270190;;;;tais@planosantacasadevalinhos.com.br;CELSO BELTRAMINI;PRESIDENTE;2015-11-09
409413;445000000000;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE;APAS FERNANDOPOLIS;Autogestão;AV. LÍBERO DE ALMEIDA SILVARES;3014;;COESTER;Fernandópolis;SP;15603087;17;34628371;;gerencia@apasfernandopolis.com;IVAN CESAR BELENTANI;PRESIDENTE;1999-10-27
406937;57300000000000;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;APAS/MARILIA;Autogestão;RUA RIO GRANDE DO SUL;121;CASA;CENTRO;Marília;SP;17509130;14;34020870;34331313;apasmari@terra.com.br;EDVALDO COEV;PRESIDENTE;1999-08-04
410128;71600000000000;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;APAS SAÚDE SOROCABA;Autogestão;RUA CONDE D'EU;292;;VILA BOA VISTA;Sorocaba;SP;18030040;15;33317092;;contato@apas-sorocaba.com.br;WASHINGTON LUIZ GAIOTTO;PRESIDENTE;1999-11-30
406813;59800000000000;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;APAS ANDRADINA;Autogestão;RUA SÃO PAULO;757;;CENTRO;Andradina;SP;16901009;18;37224315;37224315;apas@apasandradina.com.br;ANDRE LUIZ CALDEIRA;DIRETOR PRESIDENTE;1999-08-06
409405;643000000000;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA;APAS VALE  DO RIBEIRA;Autogestão;RUA SHITIRO MAEJI;619;;CENTRO;Registro;SP;11900000;13;38211083;38211083;apasrgt@terra.com.br;EVERALDO FIGUEIREDO CALEGARI;PRESIDENTE;1999-10-26
410110;34259000153;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA;APAS BAIXADA SANTISTA;Autogestão;RUA CARVALHO DE MENDONÇA;335;;VILA BELMIRO;Santos;SP;11070101;13;32265000;32265000;apas@apassantos.com.br;RENATO PAULO NICOLACI FINCATTI;DIRETOR PRESIDENTE;1999-11-03
414212;59800000000000;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS);ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA;Autogestão;RUA RIO DE JANEIRO;120;CASA;VILA MENDONÇA;Araçatuba;SP;16015150;18;36235389;;apas.administrativo@apasaracatuba.com.br;PAULO AUGUSTO LEITE MOTOOKA;DIRETOR-PRESIDENTE;2001-08-28
407569;72900000000000;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS;APAS- BARRETOS;Autogestão;AVENIDA 23;1337;;CENTRO;Barretos;SP;14780320;17;33229844;33225133;apasbarretos@terra.com.br;ANTONIO ALVES;DIRETOR PRESIDENTE;1999-08-20
406945;148000000000;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU;APAS BAURU;Autogestão;RUA MARIA JOSÉ;jan/71;QUADRA 1;CENTRO;Bauru;SP;17015440;14;32145500;32145501;apas@apasbauru.com.br;BENEDITO ROBERTO MEIRA;DIRETOR PRESIDENTE;1999-08-04
408093;66500000000000;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;APAS-BOTUCATU;Autogestão;RUA PRUDENTE DE MORAES;217;;CENTRO;Botucatu;SP;18602060;14;38155199;38155199;apasbtu@terra.com.br;ALEKSANDER TOALDO LACERDA;DIRETOR PRESIDENTE;1999-09-14
408026;666000000000;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA;APAS DE DRACENA;Autogestão;RUA PRINCESA ISABEL;1215;;CENTRO;Dracena;SP;17900000;18;38213990;38213997;apasdrac@terra.com.br;CLAUDINÊ DE OLIVEIRA CRESPO;PRESIDENTE;1999-09-06
406635;71600000000000;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;APAS/ITAPETININGA;Autogestão;RUA DR. COUTINHO;524;;CENTRO;Itapetininga;SP;18200358;15;34721800;;contato@apasitapetininga.com.br;MOISES MACHADO DE CAMPOS;REPRESENTANTE;1999-07-21
408034;66500000000000;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ;APAS-JAU;Autogestão;RUA DR JOÃO LEITE;652;;CENTRO;Jaú;SP;17201090;1;436214846;436214846;contato@apasjau.com.br;DANIEL FARIAS;PRESIDENTE;1999-09-08
410608;201000000000;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS);APAS - PRESIDENTE PRUDENTE;Autogestão;RUA PIONEIRO JOSÉ LORENCETE;420;;JARDIM BONGIOVANI;Presidente Prudente;SP;19050350;;;;apas@apasprudente.com.br;FLÁVIO DE OLIVEIRA MARTINEZ;DIRETOR PRESIDENTE;2000-01-27
411248;649000000000;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU;APAS/PV;Autogestão;RUA DUQUE DE CAXIAS;333;;CENTRO;Presidente Venceslau;SP;19400000;18;32713230;32713322;contato@apaspv.com.br;ADAILTON PEDROSA;PRESIDENTE;2000-05-08
408794;72900000000000;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS);APAS ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE RIBEIRÃO PRETO;Autogestão;RUA FLORIANO PEIXOTO;1491;;JARDIM SUMARE;Ribeirão Preto;SP;14025388;16;35055000;35055000;apasrp@apasrp.com.br;CARLOS DO AMARAL;PRESIDENTE;1999-10-07
408263;71800000000000;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA;APAS - ASSOCIAÇÃO POLICIAL DE ASSISTÊCIA À SAÚDE SJBVISTA;Autogestão;AV. PRESIDENTE JOÃO BELCHIOR MARQUES GOU;401;;PARQUE NAÇÕES ;São João da Boa Vista;SP;13870579;19;36331494;36338415;apas.sjoao@uol.com.br;CELSO AUGUSTO LUCIO ;DIRETOR PRESIDENTE;1999-09-15
407097;491000000000;ASSOCIAÇÃO POLICIAL MILITAR DE ASSISTËNCIA A SAÚDE;APOMAS;Autogestão;PRAÇA FELICIO TONELLO;164;;VILA RODRIGUES;Catanduva;SP;15801321;17;35252353;35252353;apomas.cat@uol.com.br;LUIZ CESAR CESTE;DIRETOR PRESIDENTE;1999-08-11
420786;24800000000000;ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI;SANTA CASA CLÍNICAS;Medicina de Grupo;RUA MAESTRO ANTONIO PASSARELI;208;;CENTRO;Birigui;SP;16200004;18;36496620;;bruni@santacasaclinicas.com.br;MARCOS ANTÔNIO VICENTINE;DIRETOR PRESIDENTE;2017-03-27
418803;16700000000000;ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA;SANTA CASA SAÚDE DE ARAÇATUBA;Medicina de Grupo;RUA OSCAR RODRIGUES ALVES;1092;;VILA MENDONçA;Araçatuba;SP;16015030;18;36072720;;SCSAUDEGERENCIA@TERRA.COM.BR;FÁBIO JOSÉ BLAYA MARTINEZ;GERENTE ADMINISTRATIVO;2013-03-25
419249;18300000000000;ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS;SANTA CASA SAÚDE;Medicina de Grupo;AVENIDA DOUTOR JOÃO GUILHERMINO;465;;CENTRO;São José dos Campos;SP;12210130;12;38769000;38769015;SANTACASASAUDE@SANTACASASAUDESJC.COM.BR;IVÃ MOLINA ;DIRETOR EXECUTIVO PRESIDENTE;2014-01-08
419141;14900000000000;ASSOCIAÇÃO SÃO FRANCISCO VIDA;SÃO FRANCISCO VIDA;Medicina de Grupo;RUA GENERAL CARNEIRO;471;;CENTRO;Jacareí;SP;12308061;12;39559595;39559595;ans@sfvida.com.br;PEDRO GUIMARAES;DIRETOR SUPERINTENDENTE;2013-10-15
421006;27100000000000;ASSOCIAÇÃO SÃO LUIZ SAÚDE;SÃO LUIZ SAÚDE;Medicina de Grupo;RUA CORONEL ANDRE ULSON JUNIOR;248;;CENTRO;Araras;SP;13600690;19;35412107;;gerenciasls@iscma.com.br;RÉGIS ROBERTO OLIVÉRIO;ADMINISTRADOR;2017-09-29
330892;2900000000000;ASSOCIAÇÃO SAÚDE CONCEIÇÃO;SAÚDE CONCEIÇÃO;Medicina de Grupo;RUA VIDAL RAMOS;299;SALA 01;CENTRO;Tubarão;SC;88701140;48;36317178;36317178;saudeconceicao@saudeconceicao.org.br;BEATRIZ HOBOLD;DIRETORA PRESIDENTE;1998-12-24
418218;11300000000000;ASSOCIAÇÃO SAÚDE RURAL ALEGRETE;SAÚDE RURAL;Medicina de Grupo;RUA GENERAL VITORINO;156;SALA A;CENTRO;Alegrete;RS;97542310;55;34212802;;saude.rural@sauderural.com.br;PEDRO PIRES PÍFFERO;PRESIDENTE;2011-09-13
418919;11900000000000;ASSOCIAÇÃO SAÚDE SÃO JOSÉ;SAÚDE SÃO JOSÉ;Medicina de Grupo;RUA MARECHAL DEODORO;382;TERREO;CENTRO;Criciúma;SC;88801110;48;34333338;34336242;PLANO@SSJOSE.COM.BR;MARIA FELÍCITA HENZ;PRESIDENTE;2013-06-13
417220;10800000000000;ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;ODONTOINDUSTRIA;Odontologia de Grupo;RUA ALVARES MACIEL;59;11º ANDAR;SANTA EFIGÊNIA;Belo Horizonte;MG;30150250;31;32634600;;lramalho@fiemg.com.br;LEONARDO SOUZA RAMALHO;REPRESENTANTE;2010-04-09
333867;89800000000000;ASSOCIAÇAO UNISAUDE MARAU;UNISAÚDE;Medicina de Grupo;AVENIDA JULIO BORELLA;1240;CONJUNTO 406;CENTRO;Marau;RS;99150000;54;33422179;33428002;gerencia@unisaudemarau.com.br;RUDIMAR LUIS RODEGHERO;DIRETOR GERAL;1998-12-31
420123;23600000000000;ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO;ASSOCIAÇÃO UNIVIDA;Medicina de Grupo;RUA INÁCIO RIBEIRO;295;LATERAL MARECHAL DEODORO, Nº 1064;CENTRO;Santa Rita do Passa Quatro;SP;13670000;19;35823259;;gerencia@unividaplanodesaude.com.br;VITOR MONDIN DE OLIVEIRA;PRESIDENTE;2016-05-16
412635;308000000000;ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL;AVAMP;Autogestão;AV MARECHAL DEODORO DA FONSECA;385;;JARDIM SANTA CLARA;Taubaté;SP;12080000;12;36341266;36213330;diretoria@avamp.com.br;FRANCISCO DE MELLO;PRESIDENTE;2000-11-16
420794;23800000000000;ASSOREL BRASIL ADMINISTRADORA DE BENEFICIOS LTDA - EPP;ASSOREL BRASIL;Administradora de Benefícios;AVENIDA HISTORIADOR RUBENS DE MENDONÇA;1856;14º ANDAR, SALA 1404;BOSQUE DA SAUDE;Cuiabá;MT;78050000;65;30272470;;carolline@assorelbrasil.com.br;CAROLLINE BRONZEADO DE OLIVEIRA MORILHAS;SÓCIA ADMINISTRADORA;2017-01-26
358410;50900000000000;ASTRA S/A INDUSTRIA E COMERCIO;ASTRA S/A INDUSTRIA E COMERCIO;Autogestão;RUA COLÉGIO FLORENCE;59;;JARDIM PRIMAVERA;Jundiaí;SP;13209700;11;45837777;;joao.storarri@astra-sa.com;LUÍS SÉRGIO PEREIRA VELOSO;Diretor Administrativo;1998-12-21
336874;15200000000000;ATEMDE ODONTO SAÚDE CLUBE DE BENEFÍCIOS;ATEMDE ODONTO;Odontologia de Grupo;RUA RUI BARBOSA;120;ED. REAL SALA 202;CENTRO;Simões Filho;BA;43700000;71;34832700;34832711;contabilidade@atemde.com.br;ANTÔNIO CLEITON VIEIRA GURGEL;DIRETOR PRESIDENTE E ADMINISTR;1998-12-17
422151;34700000000000;ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA;ATITUDE SAÚDE;Medicina de Grupo;AVENIDA VASCO DA GAMA ;4615;SALA 401;FEDERAÇÃO ;Salvador;BA;40230731;;;;diretoria@planoatitudesaude.com.br;ELISANGELA SANTOS SOUSA;REPRESENTANTE JUNTO À ANS;2020-02-27
320510;69300000000000;ATÍVIA SERVIÇOS DE SAÚDE S/A;;Medicina de Grupo;AVENIDA PREFEITO JOSÉ CRISTOVÃO AROUCA;35;;JD PEREIRA AMPARO;Jacareí;SP;12327707;12;39543954;39543954;epan01@ativia.com.br;GILBERTO ANTONIO DUMALAKAS;DIRETOR PRESIDENTE;1998-12-28
327417;59800000000000;AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA;AUSTACLINICAS;Medicina de Grupo;AVENIDA MURCHID HOMSI;1275;;PARQUE CELESTE;São José do Rio Preto;SP;15013000;17;32031414;;austaclinicas@austa.com.br;LUIS RAFAEL ALVES VIEGAS CHANES ;DIRETOR;1998-12-21
421600;31200000000000;A4 ADMINISTRADORA DE BENEFICIOS LTDA;A4 ADMINISTRADORA DE BENEFICIOS ;Administradora de Benefícios;Rua do Rosário;1;Sala 401;CENTRO;Rio de Janeiro;RJ;20041003;21;35531692;;thiago@unimedicasaude.com;SERGIO SOUTELINHO DE AMORIM;ADMINISTRADOR;2019-04-29
418013;12900000000000;BACCS ADMINISTRADORA DE BENEFÍCIOS LTDA;BACCS;Administradora de Benefícios;AVENIDA DOM SEVERINO;2074;EDIFíCIO JOSé CARVALHO - SALA 104;FáTIMA;Teresina;PI;64049375;21;3,23E+15;;JOHNNY@IBOALAN.COM.BR;ANTÔNIO CARLOS ANTUNES BASTOS;SÓCIO-ADMINISTRADOR;2011-04-20
346403;60900000000000;BARDELLA S/A INDÚSTRIAS MECÂNICAS;BARDELLA S/A INDUSTRIAS MECANICAS;Autogestão;AV. ANTONIO BARDELLA;525;;CUMBICA;Guarulhos;SP;7220902;11;24871084;24871068;scsousa@bardella.com.br;SHIE YU FANG;CHEFE DR DEPARTAMENTO;1999-01-27
421251;28700000000000;BARUK ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;AV. SENADOR ÁREA LEÃO;2185;TORRE 1, SALAS 701 E 702;SÃO CRISTÓVÃO;Teresina;PI;64051090;;;;baruk@barukbeneficios.com;KELLY LIMA FONSECA GONÇALVES;Sócia-Administradora;2018-03-29
422991;41200000000000;BAUEN LIFE LTDA.;BAUEN LIFE;Administradora de Benefícios;RUA SÃO PAULO;41;SALA 1904 B;VILA BELMIRO;Santos;SP;11075330;13;974210807;;ricardo@valdivia.com.br;JOSE RICARDO VALDIVIA JUNIOR;Sócio Administrador;2021-08-26
419257;19200000000000;BCI ADMINISTRADORA DE BENEFÍCIOS LTDA.;BCI ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;ALAMEDA DOS GUARAMOMIS;1176;TÉRREO - PARTE;PLANALTO PAULISTA;São Paulo;SP;4076012;11;35253600;;administrativo@bciadministradora.com.br;FILIPE RODRIGUES RIBEIRO DA SILVA;REPRESENTANTE;2014-01-22
419125;7610000000000;BEDOIS SERVIÇOS DE ADMINISTRAÇÃO DE BENEFÍCIOS LTDA.;BEDOIS SERVIÇOS DE ADMINISTRAÇÃO DE BENEFÍCIOS LTDA.;Administradora de Benefícios;AVENIDA NILO PEçANHA;50;GRUPO 2215 E 2216;CENTRO;Rio de Janeiro;RJ;20002210;21;22124150;22206917;FVIGNOLI@B2SAUDE.COM.BR;ROBERTO FRANCISCO VIGNOLI NUNES;DIRETOR PRESIDENTE;2013-10-03
421332;29100000000000;BEM BENEFÍCIOS ADMINISTRADORA LTDA;;Administradora de Benefícios;RUA DA QUITANDA;50;SALAS 2201, 2202, 2203;CENTRO;Rio de Janeiro;RJ;20011030;;;;elaine.almeida@bembeneficios.com.br;ELAINE DE ALMEIDA ALVES;SÓCIA;2018-07-19
420697;25300000000000;BEM ESTAR ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;RUA FELIPE SCHMIDT;679;;CENTRO;Florianópolis;SC;88010000;;;;CONTATO@BEMESTARADM.COM.BR;TÂNIA HOFFMANN;ADMINISTRADORA;2017-01-13
417874;8190000000000;BEM MAIS ODONTO OPERADORA ODONTOLÓGICA LTDA.;BEM MAIS ODONTO OPERADORA ODONTOLÓGICA LTDA.;Odontologia de Grupo;RUA JOSEPHINA MANDOTTI;88;;JARDIM MAIA;Guarulhos;SP;7115080;11;23583368;;administrativo@bemmaisodonto.com.br;GILBERTO MAIDA MELLACE JUNIOR;REPRESENTANTE;2011-02-03
423181;45100000000000;BEMSTAR ASSISTENCIA MEDICA LTDA;BEMSTAR;Medicina de Grupo;RUA FREDERICO SIMÕES;153.0;EDIF ORLANDO GOMES EMPRESARIAL S  414;CAMINHO DAS ÁRVORES;Salvador;BA;41820774;71;41041808;;bemstarhealth@gmail.com;FRANCISCO GOMES DA FONSECA FILHO;SÓCIO ADMINISTRADOR;2022-03-22
